"Age","Preferred.Tour.Duration","Accessibility","Site.Name","Tour.Duration","Tourist.Rating","System.Response.Time","Recommendation.Accuracy","VR.Experience.Quality","Satisfaction"
60,4,"True","Colosseum",2,4.9,3.82,89,4.9,5
33,5,"True","Colosseum",1,4.1,2.81,94,4.3,4
34,3,"True","Great Wall of China",1,4.9,3.62,99,4,5
61,7,"True","Colosseum",3,1,2.46,90,4.3,3
53,7,"False","Eiffel Tower",2,4.7,1.98,98,5,5
24,5,"True","Taj Mahal",4,1.4,3.6,85,4.6,3
54,3,"True","Machu Picchu",5,2.2,4.92,89,4.3,3
25,8,"True","Taj Mahal",4,1.6,4.79,85,4.4,3
61,5,"False","Colosseum",8,3.1,1.98,93,4.5,3
49,6,"True","Machu Picchu",3,2.7,4.7,89,4,3
54,5,"True","Taj Mahal",5,3,2.06,96,4.9,3
29,5,"True","Machu Picchu",5,3.8,3.57,95,4.7,4
43,3,"False","Machu Picchu",4,3.7,2,95,4,4
45,8,"False","Machu Picchu",4,3.9,2.6,86,4.7,4
49,4,"True","Great Wall of China",3,3.9,4.07,94,4.1,4
40,6,"True","Taj Mahal",5,2.5,2.69,98,4.6,3
28,6,"False","Colosseum",4,3.6,4.44,99,4.1,4
40,5,"True","Eiffel Tower",5,1.8,2.67,89,4.1,3
41,5,"True","Great Wall of China",8,4.8,1.78,98,4.2,5
46,7,"False","Machu Picchu",3,2.2,4.28,86,4.1,3
51,4,"True","Colosseum",4,1.1,2.46,95,4.2,3
70,5,"True","Colosseum",5,4.2,3.18,87,4.4,4
38,7,"True","Taj Mahal",6,3.3,2.09,98,4.7,3
30,8,"False","Colosseum",3,2.7,1.83,85,4.1,3
46,6,"False","Taj Mahal",6,2.4,4.29,87,4.5,3
20,3,"True","Colosseum",1,2.7,2.54,93,4.4,3
49,4,"False","Eiffel Tower",3,2,3.69,93,4,3
56,6,"False","Taj Mahal",5,1.2,1.83,99,4.5,3
27,8,"True","Colosseum",5,1.5,4.12,93,4.9,3
44,7,"True","Colosseum",5,2.5,2.33,87,4.8,3
57,7,"True","Eiffel Tower",3,3.8,4.42,99,4.3,4
63,8,"False","Colosseum",5,2.5,4.9,88,4.8,3
65,8,"False","Machu Picchu",1,4.2,2.11,87,4.1,4
45,3,"False","Machu Picchu",2,1.7,3.54,95,4.2,3
69,4,"True","Eiffel Tower",7,3.5,3.54,96,4.1,4
69,5,"True","Great Wall of China",3,2.5,2.12,85,4.8,3
24,4,"False","Eiffel Tower",4,4.6,4.52,89,4.8,5
43,6,"True","Machu Picchu",3,1.6,4.75,86,4.5,3
49,7,"True","Taj Mahal",5,3.3,2.34,97,4,3
51,4,"False","Colosseum",3,4.5,3,99,4.2,5
48,5,"False","Great Wall of China",6,1.4,4.63,96,4.1,3
35,3,"False","Machu Picchu",1,3.9,3.2,89,4.6,4
46,6,"False","Taj Mahal",6,3.9,2.9,89,4.8,4
23,7,"True","Colosseum",6,1.8,3.03,99,4.8,3
29,8,"False","Great Wall of China",7,2,2.84,95,4.5,3
61,4,"False","Colosseum",3,2,4.04,88,4.8,3
19,3,"True","Colosseum",5,4,1.89,89,4.1,4
62,7,"True","Taj Mahal",4,4.2,3.1,94,4.1,4
33,8,"False","Taj Mahal",4,3.8,2.04,96,4.9,4
63,3,"False","Eiffel Tower",2,3.9,1.96,86,4.3,4
36,6,"False","Machu Picchu",3,1.6,4.48,91,4.7,3
67,7,"False","Eiffel Tower",4,2.7,2.85,98,4.5,3
44,8,"True","Eiffel Tower",5,3.7,4.5,90,4,4
67,5,"True","Taj Mahal",3,2.5,2.01,86,4.5,3
41,6,"True","Colosseum",4,1.8,4.81,97,4.5,3
24,4,"False","Great Wall of China",3,4.8,2.69,95,4.7,5
42,5,"True","Taj Mahal",2,2.9,2.09,98,4.5,3
70,5,"False","Colosseum",4,4.4,4.55,92,4.3,4
69,4,"True","Taj Mahal",1,2.2,2.67,90,4.4,3
30,6,"False","Eiffel Tower",2,3,2.9,98,4.8,3
44,8,"False","Colosseum",3,1.8,3.56,87,4,3
30,8,"False","Taj Mahal",5,3.2,3.44,85,4.2,3
63,3,"True","Colosseum",1,5,2.68,89,4.3,5
40,8,"True","Eiffel Tower",1,3.1,2.09,93,4.2,3
18,4,"True","Eiffel Tower",2,4.2,3.82,98,4.2,4
68,6,"False","Taj Mahal",2,2.6,2.82,89,4.9,3
58,4,"True","Machu Picchu",3,4.7,3,95,4.4,5
55,5,"False","Colosseum",6,1.3,2.77,95,4.4,3
25,5,"False","Eiffel Tower",2,3.3,4.58,87,4.5,3
46,4,"False","Taj Mahal",5,2.2,1.69,96,4.5,3
28,6,"True","Taj Mahal",5,3,3.05,85,4.7,3
44,5,"False","Colosseum",7,3,2.79,98,4.8,3
34,5,"True","Machu Picchu",5,3.1,4.71,88,4.1,3
18,7,"False","Great Wall of China",5,3,2.76,89,4.1,3
57,5,"False","Colosseum",6,2.4,3.91,99,4.1,3
65,4,"False","Taj Mahal",2,4.9,2.74,90,4.4,5
70,8,"False","Taj Mahal",4,3.6,3.38,86,4.3,4
25,8,"True","Great Wall of China",2,4,4.83,96,4.2,4
23,4,"True","Eiffel Tower",4,3,4.06,89,4.2,3
32,7,"True","Machu Picchu",6,2.1,4.11,95,4.3,3
38,6,"False","Colosseum",6,1.9,1.76,87,4.7,3
41,5,"True","Eiffel Tower",4,3.5,4.79,99,4.6,4
61,6,"True","Eiffel Tower",7,1.9,2.53,93,4.4,3
49,3,"True","Great Wall of China",5,1.6,1.7,96,4,3
47,3,"True","Eiffel Tower",3,1.1,1.85,86,4.5,3
18,3,"True","Machu Picchu",4,1.2,3.8,93,4.4,3
28,6,"False","Taj Mahal",4,3.3,3.65,88,4.6,3
24,3,"True","Eiffel Tower",5,4.7,2.61,90,4.5,5
59,7,"False","Machu Picchu",7,1.8,1.85,89,4.6,3
18,4,"True","Taj Mahal",4,1.4,4.58,97,4.7,3
34,4,"True","Colosseum",5,3,3.6,97,4.5,3
67,5,"False","Great Wall of China",1,3.7,4.29,92,4.4,4
59,4,"False","Great Wall of China",8,4.8,2.96,96,4.8,5
49,5,"True","Colosseum",6,3.5,3.76,95,4,4
70,4,"False","Colosseum",3,4.4,3.47,91,4,4
47,8,"True","Eiffel Tower",1,3.2,4.8,94,4.1,3
42,8,"False","Eiffel Tower",4,2.2,1.58,97,4.1,3
54,4,"False","Machu Picchu",4,1.9,2.14,95,4.3,3
38,7,"True","Machu Picchu",4,3.5,3.35,88,4.4,4
64,3,"False","Machu Picchu",2,1.6,3.94,95,4.7,3
61,8,"True","Taj Mahal",3,3.9,4.13,99,4.8,4
53,4,"False","Eiffel Tower",4,1.7,4.33,96,4.6,3
65,3,"True","Taj Mahal",1,1.8,3.38,97,4.8,3
19,7,"False","Eiffel Tower",1,1.9,3.89,94,4.9,3
41,3,"False","Machu Picchu",1,2.6,4.99,89,4.4,3
70,7,"False","Eiffel Tower",2,4.9,3.28,86,4.8,5
18,8,"False","Taj Mahal",3,1.5,1.76,96,4.8,3
60,3,"False","Great Wall of China",5,1.2,3.81,90,4.7,3
29,6,"False","Eiffel Tower",2,2.3,4.8,86,4.4,3
29,5,"False","Machu Picchu",3,4.1,2.41,100,4.2,4
20,8,"False","Great Wall of China",2,1.9,3.75,85,4.7,3
55,8,"True","Eiffel Tower",8,4.2,1.77,91,4.7,4
28,5,"True","Taj Mahal",1,1.5,4.02,100,4.4,3
30,8,"False","Eiffel Tower",5,3.2,2.67,99,4.7,3
68,4,"False","Taj Mahal",3,3.5,2.46,100,4.1,4
62,6,"True","Colosseum",5,1.9,4.66,100,4.7,3
42,8,"False","Machu Picchu",4,1.6,3.77,88,4.8,3
39,6,"True","Great Wall of China",5,2.6,4.17,92,4.2,3
38,5,"True","Colosseum",6,3.4,1.56,90,4.5,3
60,3,"True","Machu Picchu",6,3.4,4.64,95,4.8,3
56,8,"True","Machu Picchu",1,3,4.68,98,4.8,3
69,6,"False","Colosseum",3,3.5,4.44,87,4.3,4
64,7,"False","Machu Picchu",5,1.7,1.63,95,4.8,3
42,3,"False","Machu Picchu",2,4.1,2.02,99,4.3,4
38,5,"False","Great Wall of China",4,1.5,4.52,94,4.8,3
19,4,"False","Eiffel Tower",1,3.1,4.42,85,4.6,3
37,5,"True","Colosseum",5,1.5,4.57,93,4,3
53,7,"True","Taj Mahal",8,3.8,3.5,85,4.8,4
62,6,"False","Taj Mahal",4,2.5,4.85,88,4.2,3
45,7,"False","Great Wall of China",5,2.6,3.74,90,4.1,3
54,6,"True","Eiffel Tower",6,3.7,4.93,85,4.6,4
46,3,"True","Taj Mahal",3,3.5,2.58,87,4.3,4
29,6,"False","Machu Picchu",2,1.1,2.38,98,4.8,3
55,5,"True","Great Wall of China",8,2.1,4.5,97,4.8,3
46,8,"False","Colosseum",5,2.6,1.67,99,4.7,3
68,8,"True","Colosseum",3,2.5,1.71,97,4.8,3
69,4,"True","Taj Mahal",5,1.4,2.75,92,4.7,3
48,5,"False","Eiffel Tower",6,4.9,2.85,90,4.4,5
25,7,"True","Machu Picchu",3,2.9,3.79,88,4.1,3
54,5,"False","Machu Picchu",3,3.9,2.87,92,4.5,4
31,7,"True","Eiffel Tower",1,1.5,4.78,98,5,3
25,5,"False","Taj Mahal",7,2,4.14,90,4.3,3
39,6,"False","Great Wall of China",1,3.9,2.32,98,4.2,4
69,5,"False","Great Wall of China",2,2.8,2.41,88,4.3,3
48,6,"False","Machu Picchu",4,4.5,2.99,88,4.6,5
35,7,"True","Great Wall of China",5,3.9,1.63,85,4.3,4
50,8,"False","Machu Picchu",1,4,3.41,90,4.7,4
68,8,"False","Great Wall of China",3,1.8,3.58,91,4.8,3
68,7,"True","Machu Picchu",3,4,1.94,95,4.5,4
21,3,"False","Great Wall of China",1,4.3,4.3,98,4.3,4
49,8,"False","Machu Picchu",3,2.9,2.25,87,4.7,3
39,3,"False","Taj Mahal",1,1.8,2.41,100,4.4,3
63,7,"False","Taj Mahal",3,1.8,3.39,89,4.9,3
27,7,"False","Great Wall of China",3,2.2,3.02,98,4.5,3
53,8,"False","Colosseum",7,1.1,4.52,89,4.6,3
32,5,"False","Machu Picchu",5,2.5,2.99,96,4.6,3
27,8,"False","Great Wall of China",2,3.3,4.39,90,4.8,3
68,4,"False","Machu Picchu",3,2.6,4.1,96,4.6,3
38,8,"True","Eiffel Tower",5,2.6,3.82,98,4.5,3
48,6,"False","Great Wall of China",4,2.3,3.12,89,4.4,3
21,5,"False","Taj Mahal",6,4.6,2.93,94,4.9,5
41,5,"False","Taj Mahal",6,4,3.97,98,4.1,4
22,3,"True","Great Wall of China",6,2.1,2.85,89,5,3
21,5,"True","Great Wall of China",2,2,1.77,94,4.4,3
28,3,"False","Great Wall of China",3,2,3.02,96,5,3
39,8,"False","Taj Mahal",2,2.1,4.03,85,4,3
49,6,"False","Taj Mahal",7,4.2,1.64,86,4.5,4
57,4,"True","Colosseum",2,3.5,3.03,91,4.9,4
27,8,"False","Taj Mahal",2,4.6,2.57,90,4.3,5
58,8,"False","Great Wall of China",5,2.4,3.06,88,4.9,3
55,3,"True","Eiffel Tower",3,3.7,1.93,85,4,4
30,7,"False","Great Wall of China",3,4.2,3.27,95,4.3,4
21,6,"False","Eiffel Tower",3,3.6,4.8,85,4.3,4
61,6,"False","Taj Mahal",4,4.8,3.09,92,4.2,5
67,4,"False","Colosseum",5,3.2,4.81,98,4.2,3
18,8,"False","Great Wall of China",4,3.3,4.06,97,4.2,3
35,5,"True","Eiffel Tower",3,3,2.38,89,4.6,3
62,3,"True","Eiffel Tower",4,4.8,2.47,99,4.8,5
47,7,"False","Eiffel Tower",6,1.9,3.99,97,4,3
67,3,"False","Taj Mahal",4,5,2.1,92,4.1,5
32,5,"True","Eiffel Tower",7,3.6,1.64,86,4.6,4
70,4,"False","Taj Mahal",3,3.4,2.43,95,4.3,3
52,7,"False","Eiffel Tower",4,1.9,2.16,99,4.8,3
23,7,"True","Colosseum",9,1.1,3.86,94,4.5,3
31,3,"False","Great Wall of China",1,3.4,2.24,96,4.7,3
19,5,"True","Taj Mahal",3,2.5,2.88,95,4.7,3
51,6,"False","Great Wall of China",3,4,1.77,95,4,4
60,5,"False","Machu Picchu",2,2.5,1.79,97,4.3,3
19,6,"False","Taj Mahal",2,1.1,2.4,90,4.7,3
39,3,"True","Taj Mahal",6,4.8,4.59,94,4.6,5
38,3,"True","Colosseum",7,4.9,2.6,100,4.5,5
36,3,"True","Eiffel Tower",4,3.9,3.48,96,4.1,4
22,3,"False","Great Wall of China",8,2.6,3.3,88,4.3,3
66,5,"True","Eiffel Tower",5,3.3,4.86,94,4.8,3
45,7,"False","Colosseum",2,4.9,2.67,97,4.4,5
52,3,"False","Eiffel Tower",5,4.6,4.9,98,4.3,5
35,7,"True","Colosseum",6,3.3,4.95,90,4.8,3
48,3,"True","Taj Mahal",5,5,3.63,96,4.2,5
20,4,"True","Colosseum",6,4.3,3.36,100,4.8,4
67,5,"False","Colosseum",4,4,4.16,91,4.8,4
64,6,"False","Taj Mahal",6,4.8,4.37,91,4.3,5
47,5,"False","Colosseum",1,4,2.32,86,4.5,4
66,5,"True","Machu Picchu",3,2.6,2.15,97,4.6,3
44,8,"False","Taj Mahal",2,3.2,1.94,90,4.8,3
38,3,"False","Taj Mahal",7,3.3,2.7,86,4.7,3
48,7,"False","Eiffel Tower",3,1,4.06,89,4.6,3
19,5,"True","Taj Mahal",9,2.4,3.83,91,4.1,3
70,4,"False","Eiffel Tower",7,2.6,1.9,89,4.7,3
27,8,"True","Machu Picchu",7,2.2,4.28,98,4.5,3
28,4,"True","Taj Mahal",5,2.2,3.82,89,4,3
69,4,"True","Great Wall of China",2,2.4,3.96,94,4.8,3
55,4,"False","Taj Mahal",3,3.9,3.34,92,4.4,4
47,5,"True","Colosseum",7,4.2,1.9,87,4.5,4
27,3,"False","Colosseum",8,3.8,4,88,4.8,4
52,6,"True","Taj Mahal",2,1.4,4.01,85,4.5,3
21,8,"True","Great Wall of China",7,3.2,3.94,97,4.5,3
19,5,"True","Great Wall of China",3,2,3.05,91,4.3,3
28,6,"True","Taj Mahal",8,3,1.97,88,4.4,3
55,6,"False","Taj Mahal",6,4.4,1.6,96,4.4,4
65,8,"True","Machu Picchu",3,3.3,4.14,87,4.7,3
61,7,"False","Taj Mahal",7,1.3,1.52,96,4.9,3
58,3,"True","Great Wall of China",2,2.8,1.59,85,5,3
57,7,"False","Eiffel Tower",3,3.7,3.47,100,4.8,4
54,3,"False","Machu Picchu",3,1.7,3.55,86,4.2,3
53,5,"False","Taj Mahal",4,4.5,2.62,95,4.2,5
38,5,"True","Taj Mahal",3,4.1,2.25,100,4.7,4
18,4,"True","Taj Mahal",3,3.8,1.95,99,4.1,4
45,7,"False","Great Wall of China",1,2.5,2.61,85,4.2,3
20,3,"True","Colosseum",7,4.5,2.89,99,4.8,5
57,8,"True","Taj Mahal",1,4.4,1.8,100,4.9,4
66,3,"False","Colosseum",3,1.1,4.29,100,5,3
41,4,"False","Taj Mahal",1,1.4,3.11,91,4.8,3
24,7,"False","Colosseum",3,1,4.11,93,4.8,3
20,3,"True","Eiffel Tower",1,4.7,3.34,98,4.9,5
50,5,"True","Colosseum",2,4.9,4.97,85,4.6,5
53,3,"True","Taj Mahal",1,2.7,4.75,93,4.6,3
66,4,"False","Eiffel Tower",7,2.3,3.11,90,4.3,3
21,3,"False","Machu Picchu",3,3.6,3.62,87,4.5,4
65,5,"True","Eiffel Tower",5,4.1,2.15,85,4.6,4
68,7,"False","Great Wall of China",4,4.2,2.72,93,4.6,4
68,8,"False","Eiffel Tower",7,4.5,4.01,100,4.9,5
32,8,"False","Colosseum",6,3.2,4.32,86,4.9,3
22,5,"False","Taj Mahal",5,3.2,4.95,96,4.3,3
49,5,"False","Great Wall of China",5,1.4,1.82,88,4.6,3
69,5,"True","Eiffel Tower",3,2.7,4.27,94,4.8,3
65,3,"False","Eiffel Tower",4,2,2.8,89,4.2,3
39,5,"True","Colosseum",1,2.4,4.34,96,4.7,3
52,3,"False","Great Wall of China",7,1.1,3.49,93,4.9,3
22,4,"False","Great Wall of China",6,3.6,2.06,93,4.6,4
53,3,"True","Taj Mahal",1,1.5,2.85,89,4.7,3
56,6,"False","Machu Picchu",3,2,2.51,92,4.2,3
31,6,"False","Machu Picchu",3,4.8,1.53,99,4.8,5
43,4,"True","Machu Picchu",8,3.8,2.34,92,4.1,4
36,4,"True","Eiffel Tower",6,2.3,2.47,90,4.8,3
61,5,"False","Eiffel Tower",3,3,3.31,95,4.8,3
34,5,"False","Eiffel Tower",3,1,1.65,96,4.7,3
41,6,"True","Colosseum",3,4.8,2.08,97,4.5,5
22,7,"True","Great Wall of China",1,1.3,4.41,87,4.9,3
29,5,"False","Eiffel Tower",3,2.1,4.99,90,4.1,3
18,4,"True","Taj Mahal",7,3.1,1.64,87,4.6,3
68,7,"True","Great Wall of China",1,2.9,1.64,88,4.3,3
65,3,"True","Eiffel Tower",4,1.5,1.69,92,4.7,3
53,4,"False","Colosseum",3,3.1,1.56,88,4.2,3
46,7,"True","Machu Picchu",2,4,2.13,87,4.4,4
41,3,"True","Colosseum",1,3.1,4.12,88,4.1,3
38,7,"True","Eiffel Tower",6,4.6,3.78,91,5,5
68,3,"True","Colosseum",3,2.5,2.15,87,4,3
26,6,"False","Great Wall of China",3,2,2.63,92,4.7,3
67,5,"False","Great Wall of China",4,1.1,1.94,100,4.3,3
35,8,"True","Eiffel Tower",3,1.2,3.87,100,5,3
62,4,"False","Machu Picchu",5,2.7,1.58,90,4.5,3
55,5,"True","Machu Picchu",6,2.9,3.34,96,4.7,3
65,3,"True","Eiffel Tower",6,1.6,4.28,87,4.7,3
18,8,"False","Colosseum",5,4.2,2.78,96,4.5,4
67,4,"False","Eiffel Tower",4,1.3,2.49,89,4,3
40,6,"False","Colosseum",1,2.4,3.34,90,4.9,3
47,4,"False","Colosseum",3,1.2,4.45,85,4.7,3
33,8,"True","Great Wall of China",6,3.4,1.92,86,4.5,3
63,4,"True","Eiffel Tower",5,4.2,2.52,92,4.6,4
36,3,"False","Great Wall of China",6,2.1,4.69,89,4.5,3
68,7,"True","Taj Mahal",2,2.7,2,96,4.4,3
68,3,"True","Great Wall of China",4,4.9,1.66,97,4.9,5
70,6,"True","Colosseum",7,4.1,1.73,85,5,4
35,3,"True","Eiffel Tower",3,2.8,1.86,99,4.8,3
25,4,"True","Machu Picchu",4,2.2,1.67,90,4.4,3
38,6,"True","Machu Picchu",2,4,2.05,96,4.6,4
55,8,"True","Eiffel Tower",5,3,3.59,100,4.1,3
62,5,"False","Taj Mahal",5,4.7,1.76,87,4.4,5
37,6,"False","Machu Picchu",1,1.3,4.63,95,4.4,3
67,8,"True","Colosseum",8,3.7,3.51,86,4.1,4
41,5,"True","Machu Picchu",2,1.5,3.27,89,4.1,3
70,5,"False","Taj Mahal",4,4.2,4.93,90,4.7,4
41,6,"False","Great Wall of China",3,1.2,3.11,96,4.1,3
35,5,"False","Taj Mahal",6,3.1,2.32,88,4,3
54,3,"True","Colosseum",1,3.9,1.86,85,4.3,4
40,4,"True","Taj Mahal",4,1.3,3.2,89,4.7,3
54,7,"True","Colosseum",2,2.4,1.71,97,4.2,3
22,6,"True","Eiffel Tower",5,4.4,2.58,95,4.4,4
20,7,"True","Great Wall of China",1,4,4.87,100,4.6,4
53,8,"True","Colosseum",8,2,1.85,86,4.2,3
39,6,"True","Machu Picchu",5,4.6,3.93,89,4.6,5
32,8,"True","Eiffel Tower",7,3.3,3.97,98,4.3,3
68,7,"False","Machu Picchu",7,4.4,2.99,90,4.5,4
53,8,"True","Machu Picchu",4,4.8,4.56,88,4.2,5
48,3,"True","Taj Mahal",5,4,3.25,85,4.7,4
60,4,"True","Taj Mahal",4,3.5,3.38,90,4.9,4
38,3,"True","Great Wall of China",6,3.1,4.03,97,4,3
52,8,"True","Machu Picchu",5,3.6,1.68,87,4.7,4
50,5,"False","Taj Mahal",3,3.1,1.51,90,4.7,3
18,6,"True","Taj Mahal",7,2,4.43,97,4.6,3
59,3,"True","Great Wall of China",6,4.5,3.07,88,4.4,5
64,3,"False","Machu Picchu",5,3.7,4.67,96,4.3,4
39,3,"False","Machu Picchu",5,4.1,3.98,88,4.4,4
52,4,"True","Taj Mahal",3,4.1,2.53,86,4.7,4
28,8,"False","Machu Picchu",2,3.9,3.1,99,4.2,4
40,3,"True","Great Wall of China",5,4.7,3.04,100,4.2,5
70,5,"False","Great Wall of China",3,4.8,3.52,95,4,5
54,3,"False","Machu Picchu",6,2.2,2.85,95,4,3
39,5,"False","Taj Mahal",5,4.8,3.37,92,4.3,5
59,3,"False","Taj Mahal",4,2.6,2.34,96,4.5,3
29,3,"False","Great Wall of China",9,2.2,3.82,100,4.4,3
24,6,"False","Machu Picchu",1,2.1,2.36,99,4.3,3
22,7,"False","Great Wall of China",3,1.4,2.79,85,4.8,3
47,7,"True","Great Wall of China",3,4.6,3.64,85,4.1,5
21,3,"False","Taj Mahal",6,3.8,4.64,93,4.9,4
41,7,"True","Great Wall of China",3,3.4,2.01,96,4.6,3
20,4,"True","Taj Mahal",2,3.9,1.74,100,5,4
23,5,"True","Taj Mahal",5,3.4,2.03,86,4.6,3
48,4,"False","Great Wall of China",4,4.5,4.24,88,4.5,5
63,6,"False","Great Wall of China",4,3.5,3.35,96,4.7,4
36,7,"True","Eiffel Tower",3,2.6,4.19,98,4.9,3
60,8,"True","Eiffel Tower",3,3.2,3.44,93,4.5,3
41,8,"True","Colosseum",3,1.3,4.72,95,4.6,3
27,8,"True","Great Wall of China",4,2.9,2.85,86,4.2,3
41,4,"True","Machu Picchu",3,1.1,2.4,89,4.6,3
26,6,"False","Eiffel Tower",2,2.8,4.5,93,4.7,3
46,3,"True","Machu Picchu",6,3.6,2.69,93,4.5,4
64,4,"False","Eiffel Tower",6,3.3,2.43,90,4.6,3
53,4,"True","Colosseum",6,4.9,2.23,98,5,5
48,3,"False","Machu Picchu",4,4.1,2.28,93,4.3,4
69,5,"False","Colosseum",4,4.5,1.97,87,4.9,5
54,8,"True","Colosseum",5,4.3,3.41,99,4.5,4
59,3,"True","Eiffel Tower",4,4.1,1.59,89,4.2,4
18,7,"False","Colosseum",4,3,3.68,86,4.6,3
45,7,"False","Taj Mahal",1,1.2,2.12,97,4.7,3
46,7,"False","Eiffel Tower",3,2.1,1.98,96,4.1,3
52,8,"False","Colosseum",6,1.9,1.64,100,4.4,3
67,6,"False","Machu Picchu",4,4.9,3.35,99,4.4,5
65,6,"False","Great Wall of China",5,3.9,2.33,98,4.8,4
19,6,"True","Colosseum",5,2.7,3.99,89,4.7,3
66,7,"False","Machu Picchu",4,2.2,4.74,85,5,3
34,8,"False","Colosseum",6,4.2,4.83,100,4.9,4
38,8,"True","Eiffel Tower",2,3.4,4.87,86,4.8,3
62,8,"True","Eiffel Tower",6,3.6,4.09,98,4,4
56,4,"False","Colosseum",6,4.5,2.19,96,4.5,5
20,4,"False","Eiffel Tower",3,3.3,2.42,85,4.6,3
50,3,"False","Machu Picchu",1,1.4,4.46,85,4.2,3
70,8,"False","Eiffel Tower",4,4.8,3.8,88,4.3,5
42,5,"False","Colosseum",1,4.7,4.42,97,4,5
62,3,"True","Colosseum",5,2.2,4.94,100,4.3,3
19,4,"True","Machu Picchu",3,3.2,4.59,87,4.9,3
65,7,"True","Great Wall of China",1,4.1,3,87,4.2,4
37,7,"True","Taj Mahal",5,2.7,1.98,92,4.3,3
43,6,"False","Machu Picchu",5,3.2,3.76,96,4.4,3
63,5,"False","Machu Picchu",3,2,2.16,91,4.6,3
18,7,"True","Colosseum",1,3.6,3.65,85,5,4
44,3,"False","Colosseum",2,2,2.8,92,4.1,3
31,5,"False","Great Wall of China",5,3.4,3.84,92,4.1,3
34,6,"True","Eiffel Tower",3,2.4,2.36,86,4.6,3
41,7,"True","Machu Picchu",5,4.9,3.75,89,4.5,5
41,6,"False","Colosseum",4,4.3,2.03,89,4.3,4
48,8,"True","Colosseum",7,4.7,2.99,85,4.9,5
25,5,"True","Colosseum",1,1.7,3.32,85,4.4,3
54,5,"True","Machu Picchu",5,4,2.07,87,4.2,4
55,3,"False","Eiffel Tower",1,1.1,3.26,97,4.9,3
46,8,"False","Eiffel Tower",5,4.3,4.16,85,4.1,4
54,7,"False","Taj Mahal",7,4.6,4.97,92,4.3,5
22,6,"True","Machu Picchu",5,1.1,4.35,98,5,3
62,4,"False","Taj Mahal",6,2.7,4.39,95,4.8,3
58,3,"True","Colosseum",3,4.4,4.41,87,4.3,4
61,6,"True","Great Wall of China",3,2,1.97,93,4.4,3
57,7,"False","Machu Picchu",2,1.8,1.72,93,4.7,3
65,5,"True","Taj Mahal",4,1.2,4.62,89,5,3
33,8,"False","Machu Picchu",6,4.4,3.08,94,4.1,4
51,7,"True","Colosseum",4,4.3,2.48,89,4.5,4
57,6,"False","Colosseum",4,3.3,3.1,97,4.2,3
44,3,"True","Great Wall of China",3,1,3.02,96,4.2,3
34,3,"False","Machu Picchu",6,2.1,4.43,100,4,3
21,7,"False","Colosseum",2,4.1,2.06,94,4.7,4
70,6,"True","Eiffel Tower",2,1,2.34,85,4.5,3
60,8,"False","Taj Mahal",5,2.4,4.07,98,4.5,3
26,6,"True","Great Wall of China",4,1.8,3.41,86,4.6,3
20,7,"False","Great Wall of China",5,3.6,3.94,91,5,4
34,4,"True","Eiffel Tower",3,1.1,3.47,92,4.7,3
41,6,"True","Great Wall of China",6,3.8,3.18,94,4.5,4
56,6,"False","Machu Picchu",5,4.1,3.35,87,5,4
29,5,"True","Taj Mahal",2,4.4,4.46,88,4.6,4
32,4,"True","Eiffel Tower",3,3.6,2.38,88,4.4,4
68,4,"True","Taj Mahal",1,2.9,2.69,85,4.8,3
48,3,"True","Machu Picchu",1,2,3.44,88,4.4,3
52,4,"False","Eiffel Tower",4,1.1,1.85,99,4.2,3
65,6,"True","Colosseum",3,4.9,2.8,90,4,5
63,8,"False","Taj Mahal",2,4,3,89,4.5,4
67,6,"False","Machu Picchu",6,4.4,3.07,87,4.8,4
22,4,"False","Eiffel Tower",3,1.2,2.14,91,5,3
47,8,"True","Machu Picchu",2,4.2,3.27,99,4.5,4
27,6,"True","Eiffel Tower",5,2.9,3.62,96,4.2,3
39,4,"True","Great Wall of China",6,2.3,3.27,85,4.1,3
24,3,"False","Eiffel Tower",2,4.4,4.05,91,4.5,4
62,5,"False","Eiffel Tower",3,1.1,3.76,92,4.7,3
32,7,"False","Eiffel Tower",5,1.2,3.75,87,4.9,3
54,6,"False","Eiffel Tower",5,3.1,4.06,91,4,3
33,3,"False","Eiffel Tower",2,4.3,3.24,88,4.7,4
70,3,"False","Taj Mahal",5,1.9,2.77,96,4.9,3
51,5,"False","Colosseum",6,4.6,3.36,97,4.2,5
27,4,"True","Machu Picchu",4,1,4.92,86,4.1,3
29,6,"True","Eiffel Tower",5,3.5,3.31,86,4.9,4
67,3,"False","Great Wall of China",2,2.1,2.18,98,4.9,3
40,8,"False","Great Wall of China",4,2.4,1.53,95,4.9,3
47,4,"False","Machu Picchu",4,4.4,3.35,97,4.6,4
25,7,"False","Machu Picchu",4,4.5,3.1,97,4.8,5
65,4,"True","Machu Picchu",7,3.9,1.55,93,4.3,4
45,5,"False","Taj Mahal",3,3.1,4.65,92,4.5,3
21,4,"True","Colosseum",5,2,1.85,97,4.1,3
23,3,"True","Machu Picchu",7,2.8,1.88,100,4.2,3
57,5,"True","Colosseum",4,4.3,4.62,89,4.9,4
51,4,"False","Colosseum",2,3.5,4.42,87,4,4
28,3,"True","Machu Picchu",4,4.4,1.78,92,4.4,4
28,5,"False","Colosseum",5,3.8,3.23,88,4.1,4
25,8,"True","Colosseum",2,3.3,4.43,95,4.3,3
